date,time,lat,long,country,city,area,direction,dist,depth,xm,md,richter,mw,ms,mb
1966.08.19,12:03:55 AM,39.21,41.4,turkey,mus,tasci_varto,east,0.1,14.0,5.0,4.7,4.7,5.0,4.7,4.7
1966.08.19,12:41:18 AM,39.13,41.48,turkey,mus,yedikavak_varto,south_west,0.2,50.0,5.0,4.7,4.7,5.0,4.7,4.7
1966.12.30,12:57:09 AM,40.74,30.74,turkey,sakarya,suleymaniye_hendek,south_west,0.2,31.0,4.5,4.3,4.3,4.5,4.2,4.2
1967.05.22,12:46:02 AM,36.59,29.35,turkey,mugla,cobanlar_fethiye,south_west,0.2,54.0,4.9,4.7,4.6,4.9,4.6,4.6
1974.01.26,12:49:20 AM,37.25,29.6,turkey,burdur,kucukalan_cavdir,south_east,0.2,34.0,4.2,4.0,4.0,4.2,3.8,4.1
2017.02.06,12:03:32 AM,39.53,26.12,turkey,canakkale,gulpinar_ayvacik,south_east,0.2,10.8,3.6,0.0,3.6,0.0,0.0,0.0
2014.10.21,12:03:56 AM,38.18,27.11,turkey,izmir,sasal_menderes,south,0.2,17.7,4.1,0.0,4.1,3.8,0.0,0.0
1967.08.14,12:34:20 AM,40.68,30.27,turkey,sakarya,nailiye_sapanca,north_west,0.2,33.0,4.5,4.2,4.2,4.5,4.0,4.4
1970.04.10,12:13:49 AM,39.13,29.31,turkey,kutahya,soguksu_gediz,north_west,0.2,10.0,4.4,4.2,4.2,4.4,4.0,4.3
1970.04.10,12:14:40 AM,39.13,29.31,turkey,kutahya,soguksu_gediz,north_west,0.2,22.0,4.3,4.1,4.2,4.3,3.9,4.2
1974.01.06,12:37:24 AM,38.28,42.92,turkey,van,kazanc_gevas,north_west,0.2,28.0,4.4,4.2,4.4,4.4,4.0,4.3
2003.10.20,12:27:00 AM,38.91,43.66,turkey,van,ovapinar_muradiye,north_west,0.2,9.0,4.9,4.5,0.0,4.9,0.0,4.8
2017.02.28,12:26:40 AM,39.48,26.06,turkey,canakkale,babakale_ayvacik,north_west,0.2,12.4,3.5,0.0,3.5,0.0,0.0,0.0
2017.07.15,12:00:31 AM,38.17,43.23,turkey,van,boyunpinar_catak,north_east,0.2,2.1,3.5,0.0,3.3,3.5,0.0,0.0
1949.05.13,12:14:07 AM,40.94,32.71,turkey,karabuk,incebogaz_eskipazar,west,0.3,20.0,5.3,5.0,5.0,5.3,5.1,5.1
1949.11.28,12:47:18 AM,40.98,30.74,turkey,sakarya,kurudere_karasu,south_west,0.3,10.0,4.9,4.7,4.7,4.9,4.7,4.8
1955.07.16,12:07:17 AM,37.65,27.26,turkey,aydin,yuvaca_soke,south_east,0.3,40.0,6.8,6.4,6.3,6.5,6.8,6.3
2015.03.28,12:08:16 AM,37.48,36.41,turkey,kahramanmaras,bogazoren_andirin,south_east,0.3,7.7,4.1,0.0,4.1,4.1,0.0,0.0
1930.04.09,12:07:46 AM,39.7,34.0,turkey,kirsehir,odemisli_akcakent,north_west,0.3,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1964.06.05,12:11:05 AM,39.13,43.19,turkey,van,yetisen_ercis,north_west,0.3,42.0,4.7,4.5,4.5,4.7,4.4,4.6
1964.06.25,12:11:52 AM,39.13,43.19,turkey,van,yetisen_ercis,north_west,0.3,42.0,4.8,4.7,4.6,4.8,4.6,4.7
1967.06.22,12:24:42 AM,40.88,33.7,turkey,cankiri,sarmasik_ilgaz,north_west,0.3,33.0,4.7,4.5,4.5,4.7,4.4,4.6
1970.04.05,12:29:48 AM,39.31,29.18,turkey,kutahya,yenice_emet,north_west,0.3,10.0,4.4,4.2,4.3,4.4,4.0,4.3
2016.09.04,12:15:41 AM,39.3,36.32,turkey,sivas,kizilcakisla_sarkisla,north_west,0.3,2.5,4.1,0.0,4.1,4.0,0.0,0.0
1964.10.20,12:47:56 AM,40.0,28.6,turkey,bursa,isiklar_mustafakemalpasa,north_east,0.3,10.0,5.1,4.8,4.9,5.1,4.8,4.9
1970.03.30,12:32:36 AM,39.09,29.59,turkey,kutahya,samralar_gediz,north_east,0.3,30.0,5.1,4.9,5.1,5.0,4.9,4.7
1970.04.30,12:59:09 AM,39.09,29.59,turkey,kutahya,samralar_gediz,north_east,0.3,29.0,4.7,4.6,4.6,4.7,4.5,4.6
1971.05.14,12:51:08 AM,37.47,29.55,turkey,burdur,karakoy_yesilova,north_east,0.3,8.0,4.8,4.7,4.6,4.8,4.6,4.7
2016.10.15,12:23:24 AM,38.94,27.7,turkey,manisa,ballica_akhisar,north_east,0.3,8.4,3.8,0.0,3.6,3.8,0.0,0.0
2013.09.26,12:55:36 AM,38.84,43.58,turkey,van,akcift,north,0.3,5.0,4.0,0.0,4.0,4.0,0.0,0.0
2017.04.07,12:22:21 AM,39.55,26.19,turkey,canakkale,yukarikoy_ayvacik,north,0.3,5.2,3.7,0.0,3.7,3.6,0.0,0.0
1970.05.08,12:00:41 AM,38.93,30.07,turkey,kutahya,zafertepecalkoy_altintas,east,0.3,35.0,4.2,4.0,4.2,4.2,3.7,4.1
1943.11.29,12:45:45 AM,38.25,41.54,turkey,batman,yazili_kozluk,west,0.4,100.0,4.9,4.8,4.8,4.9,4.8,4.9
1968.09.24,12:19:53 AM,39.19,40.29,turkey,bingol,darkopru_kigi,west,0.4,8.0,5.3,5.0,5.0,5.3,5.1,5.0
2017.03.03,12:04:58 AM,37.56,38.47,turkey,adiyaman,yarimbag_samsat,west,0.4,18.5,3.9,0.0,3.8,3.9,0.0,0.0
2007.08.25,12:05:47 AM,39.26,41.04,turkey,bingol,serpmekaya_karliova,south_west,0.4,5.0,5.4,0.0,5.4,5.1,0.0,0.0
2013.12.30,12:02:47 AM,37.86,38.34,turkey,adiyaman,kuyucak,south_west,0.4,7.9,3.5,0.0,3.5,3.3,0.0,0.0
2014.06.29,12:15:19 AM,38.86,27.17,turkey,manisa,karaahmetli,south_west,0.4,16.0,4.0,0.0,4.0,3.8,0.0,0.0
2015.04.28,12:01:02 AM,38.9,43.58,turkey,van,cakirbey,south_west,0.4,2.1,4.0,0.0,4.0,3.8,0.0,0.0
2017.05.01,12:29:27 AM,38.3,42.91,turkey,van,baglama_gevas,south_west,0.4,5.5,3.8,0.0,3.6,3.8,0.0,0.0
1967.08.06,12:09:33 AM,41.0,28.8,turkey,istanbul,kucukcekmece,south_east,0.4,10.0,4.5,4.4,4.4,4.5,4.3,4.4
1970.04.27,12:39:12 AM,38.97,29.33,turkey,kutahya,celtikci_gediz,south_east,0.4,17.0,4.3,0.0,4.3,4.1,3.6,4.0
1971.05.12,12:11:53 AM,37.63,30.1,turkey,burdur,yazikoy,south_east,0.4,43.0,4.6,4.6,0.0,4.6,4.5,4.3
2013.09.17,12:40:49 AM,39.05,41.46,turkey,mus,suduragi,south_east,0.4,12.9,5.1,0.0,5.1,5.1,0.0,0.0
1967.07.23,12:39:29 AM,40.98,30.0,turkey,kocaeli,deliveli_kandira,north_west,0.4,33.0,4.4,4.2,4.2,4.4,4.0,4.3
1970.03.29,12:37:20 AM,38.74,27.83,turkey,manisa,tiyenli_golmarmara,north_west,0.4,56.0,4.8,4.8,4.6,4.8,4.8,4.5
2015.12.16,12:31:24 AM,39.26,40.22,turkey,bingol,acikguney_kigi,north_west,0.4,5.0,3.6,0.0,3.6,0.0,0.0,0.0
1944.10.18,12:54:05 AM,40.89,33.47,turkey,cankiri,kavakli_ilgaz,north_east,0.4,10.0,5.4,5.1,5.1,5.4,5.2,5.1
2013.11.24,12:49:38 AM,40.78,31.88,turkey,bolu,ulumescit,north_east,0.4,7.6,4.8,0.0,4.8,4.6,0.0,0.0
1943.11.27,12:29:38 AM,40.78,33.93,turkey,cankiri,yakakoy_yaprakli,west,0.5,40.0,5.2,4.9,4.9,5.2,4.9,4.9
1967.06.22,12:18:53 AM,40.83,33.6,turkey,cankiri,kiyisin_ilgaz,west,0.5,13.0,4.8,4.6,4.6,4.8,4.6,4.7
1969.09.10,12:14:01 AM,39.25,41.38,turkey,mus,diktepeler_varto,west,0.5,52.0,5.6,5.1,5.1,5.6,5.2,5.3
2013.01.31,12:45:52 AM,38.83,43.65,turkey,van,esenkoc_muradiye,west,0.5,5.0,4.0,0.0,4.0,3.9,0.0,0.0
2017.05.27,12:53:23 AM,38.74,27.83,turkey,manisa,tiyenli_golmarmara,west,0.5,11.8,5.3,0.0,5.3,5.1,0.0,0.0
1967.07.22,12:14:00 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.5,4.4,4.4,4.5,4.2,4.4
1967.07.22,12:08:54 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.8,4.3,4.3,4.8,4.2,4.7
1967.07.22,12:18:54 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.5,4.4,4.4,4.5,4.2,4.4
1967.07.22,12:14:10 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,6.0,5.5,4.6,4.7,5.5,4.6,5.2
1967.07.25,12:22:36 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.4,4.2,4.2,4.4,4.0,4.3
1967.07.26,12:59:06 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.3,4.2,4.1,4.3,4.0,4.2
1967.07.30,12:05:48 AM,40.7,30.8,turkey,sakarya,bakacak_hendek,south_west,0.5,10.0,4.5,4.3,4.3,4.5,4.2,4.4
2013.02.12,12:00:17 AM,38.6,43.21,turkey,van,citoren,south_west,0.5,8.0,4.6,0.0,4.4,4.6,0.0,0.0
2013.05.01,12:50:52 AM,37.3,37.12,turkey,kahramanmaras,hanobasi_pazarcik,south_west,0.5,8.0,4.0,0.0,4.0,3.8,0.0,0.0
2017.02.01,12:21:57 AM,38.61,39.55,turkey,elazig,icme,south_west,0.5,1.4,3.5,0.0,3.4,3.5,0.0,0.0
1967.07.25,12:39:28 AM,37.9,28.7,turkey,aydin,bucakkoy_kuyucak,south_east,0.5,101.0,4.8,4.6,4.3,4.8,4.5,4.5
1969.03.23,12:15:45 AM,39.17,28.32,turkey,balikesir,kucukdagdere_sindirgi,south_east,0.5,12.0,4.5,4.3,4.2,4.5,4.2,4.4
1970.03.28,12:05:28 AM,38.81,29.71,turkey,usak,kucukoturak_banaz,south_east,0.5,7.0,4.5,4.3,4.3,4.5,4.2,4.4
1970.03.30,12:59:52 AM,39.34,29.26,turkey,kutahya,emet,south_east,0.5,16.0,5.4,5.2,5.3,5.4,5.3,5.1
2017.05.28,12:03:11 AM,38.73,27.84,turkey,manisa,tiyenli_golmarmara,south_east,0.5,9.5,3.7,0.0,3.4,3.7,0.0,0.0
1936.09.21,12:27:10 AM,41.23,33.46,turkey,kastamonu,alinoren_arac,south,0.5,40.0,5.2,4.9,4.9,5.2,4.9,4.9
1969.03.25,12:18:52 AM,39.17,28.49,turkey,balikesir,devletlibaba_sindirgi,south,0.5,34.0,5.1,4.8,4.6,5.1,4.8,4.8
1913.01.27,12:38:36 AM,38.38,42.23,turkey,bitlis,yolagzi,north_west,0.5,10.0,5.5,5.3,5.3,5.5,5.4,5.3
1943.11.27,12:09:00 AM,41.0,33.7,turkey,cankiri,kazanci_ilgaz,north_west,0.5,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1943.11.27,12:06:00 AM,41.0,33.7,turkey,cankiri,kazanci_ilgaz,north_west,0.5,10.0,4.9,4.7,4.7,4.9,4.7,4.8
1944.01.02,12:59:00 AM,41.0,33.7,turkey,cankiri,kazanci_ilgaz,north_west,0.5,10.0,5.3,5.0,4.9,5.3,5.0,5.0
1967.07.22,12:48:07 AM,40.66,30.62,turkey,sakarya,alaagac_akyazi,north_west,0.5,26.0,5.2,5.0,4.9,5.2,5.0,4.9
1970.04.20,12:19:07 AM,38.98,29.6,turkey,kutahya,ugurluca_gediz,north_west,0.5,59.0,4.5,4.3,4.3,4.5,4.2,4.4
1970.06.20,12:04:27 AM,38.85,29.87,turkey,usak,halaclar_banaz,north_west,0.5,47.0,4.8,4.6,4.5,4.8,4.5,4.5
2016.11.06,12:22:47 AM,40.73,34.15,turkey,corum,yenisihler_bayat,north_west,0.5,15.3,3.8,0.0,3.7,3.8,0.0,0.0
2017.05.20,12:05:00 AM,39.78,39.49,turkey,erzincan,kurutilek,north_west,0.5,5.0,4.3,0.0,4.0,4.3,0.0,0.0
1953.03.18,12:28:55 AM,40.0,27.4,turkey,canakkale,ballicay_yenice,north_east,0.5,30.0,4.7,4.6,4.6,4.7,4.5,4.6
1953.03.18,12:28:00 AM,40.0,27.4,turkey,canakkale,ballicay_yenice,north_east,0.5,30.0,4.9,4.8,4.8,4.9,4.8,4.9
1953.03.18,12:20:03 AM,40.0,27.4,turkey,canakkale,ballicay_yenice,north_east,0.5,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1953.07.22,12:09:38 AM,39.24,28.43,turkey,balikesir,duvertepe_sindirgi,north_east,0.5,10.0,5.4,5.1,5.1,5.4,5.2,5.1
1954.03.27,12:13:46 AM,38.8,41.5,turkey,mus,karakopru,north_east,0.5,10.0,4.8,4.7,4.6,4.8,4.6,4.7
1968.09.03,12:56:16 AM,41.76,32.5,turkey,bartin,topallar_amasra,north_east,0.5,11.0,4.7,4.5,4.5,4.7,4.4,4.6
1969.04.23,12:19:29 AM,38.4,31.9,turkey,konya,yorazlar_ilgin,north_east,0.5,33.0,4.4,4.2,4.2,4.4,4.0,4.3
1969.04.24,12:49:37 AM,38.4,31.9,turkey,konya,yorazlar_ilgin,north_east,0.5,26.0,4.5,4.3,4.3,4.5,4.2,4.4
1970.03.29,12:50:30 AM,39.26,28.5,turkey,balikesir,camalani_sindirgi,north_east,0.5,33.0,4.4,4.2,4.2,4.4,4.0,4.3
2016.10.15,12:51:03 AM,38.94,27.71,turkey,manisa,ballica_akhisar,north_east,0.5,8.4,4.4,0.0,4.2,4.4,0.0,0.0
2016.10.25,12:52:49 AM,39.47,28.01,turkey,balikesir,akyar_bigadic,north_east,0.5,5.4,3.5,0.0,3.4,3.5,0.0,0.0
1972.07.04,12:17:19 AM,41.7,32.44,turkey,bartin,sarayduzu_amasra,north,0.5,10.0,4.1,3.9,3.8,4.1,3.6,4.0
2015.12.04,12:37:40 AM,39.27,40.22,turkey,bingol,acikguney_kigi,north,0.5,5.0,4.3,0.0,4.3,4.3,0.0,0.0
2017.07.29,12:24:11 AM,37.12,28.59,turkey,mugla,aricilar_ula,north,0.5,5.0,4.0,0.0,3.9,4.0,0.0,0.0
1936.09.21,12:09:38 AM,41.28,33.82,turkey,kastamonu,asagiyuva,east,0.5,10.0,4.8,4.7,4.6,4.8,4.6,4.7
1967.04.04,12:39:32 AM,36.68,29.27,turkey,mugla,yakacik_fethiye,east,0.5,24.0,5.0,4.9,4.8,5.0,4.9,4.9
2014.04.08,12:08:36 AM,39.59,27.75,turkey,balikesir,kupeler,east,0.5,12.2,3.7,0.0,3.7,3.5,0.0,0.0
1967.08.26,12:18:03 AM,37.59,30.44,turkey,burdur,kartalpinar,west,0.6,49.0,4.8,4.6,4.6,4.8,4.5,4.5
1916.01.24,12:55:16 AM,40.27,36.83,turkey,tokat,teknecik_almus,south_west,0.6,10.0,7.1,6.6,6.6,6.7,7.1,6.5
1946.05.31,12:12:50 AM,39.29,41.21,turkey,mus,kartaldere_varto,south_west,0.6,60.0,5.9,5.7,5.6,5.9,5.9,5.6
1947.12.19,12:31:18 AM,40.71,32.82,turkey,cankiri,kisac_cerkes,south_west,0.6,10.0,5.2,4.9,4.9,5.2,4.9,4.9
1957.05.27,12:01:35 AM,40.73,30.95,turkey,duzce,sacmalipinar_golyaka,south_west,0.6,50.0,5.8,5.6,5.6,5.8,5.8,5.6
1966.05.02,12:40:44 AM,38.1,42.75,turkey,van,sisli_bahcesaray,south_west,0.6,49.0,4.5,4.3,4.3,4.5,4.2,4.4
2010.03.08,12:32:31 AM,38.83,40.13,turkey,elazig,isaagamezrasi_kovancilar,south_west,0.6,5.0,6.1,0.0,6.0,6.1,0.0,0.0
2017.03.08,12:26:50 AM,37.55,38.44,turkey,adiyaman,ovacik_samsat,south_west,0.6,12.9,3.8,0.0,3.5,3.8,0.0,0.0
1924.01.22,12:05:44 AM,39.51,28.4,turkey,balikesir,taspinar_dursunbey,south_east,0.6,80.0,5.5,5.2,5.2,5.5,5.3,5.2
1939.12.27,12:48:34 AM,39.99,38.14,turkey,sivas,karacaoren_susehri,south_east,0.6,50.0,5.6,5.4,5.3,5.6,5.5,5.4
1957.09.21,12:16:59 AM,40.75,34.02,turkey,cankiri,musellim_yaprakli,south_east,0.6,40.0,5.3,5.0,5.0,5.3,5.1,5.1
1958.10.26,12:40:39 AM,37.39,44.58,turkey,hakkari,catalca_semdinli,south_east,0.6,50.0,4.9,4.7,4.7,4.9,4.7,4.8
1970.09.09,12:25:59 AM,38.97,29.52,turkey,kutahya,saz_gediz,south_east,0.6,33.0,5.1,4.8,0.0,5.1,4.8,4.8
2010.03.08,12:47:38 AM,38.78,40.06,turkey,elazig,asagimirahmet_kovancilar,south_east,0.6,5.0,5.6,0.0,5.5,5.6,0.0,0.0
2016.10.15,12:03:25 AM,38.94,27.71,turkey,manisa,ballica_akhisar,south_east,0.6,7.0,3.7,0.0,3.6,3.7,0.0,0.0
1957.05.29,12:47:53 AM,40.72,31.04,turkey,duzce,guzeldere_golyaka,south,0.6,20.0,4.9,4.7,4.7,4.9,4.7,4.8
1968.03.21,12:42:51 AM,38.8,27.6,turkey,manisa,pinarbasi_saruhanli,south,0.6,52.0,4.5,4.3,4.3,4.5,4.2,4.4
1968.06.11,12:16:04 AM,39.7,42.0,turkey,erzurum,karasu_karayazi,south,0.6,33.0,4.6,4.4,4.4,4.6,4.3,4.5
2013.04.25,12:54:15 AM,37.31,37.14,turkey,kahramanmaras,cicek_pazarcik,south,0.6,6.0,4.3,0.0,4.2,4.3,0.0,0.0
1952.09.30,12:50:44 AM,38.91,44.09,turkey,van,yukariyorganli_ozalp,north_west,0.6,10.0,4.8,4.7,4.6,4.8,4.6,4.7
1967.07.22,12:27:41 AM,41.0,30.45,turkey,sakarya,konuklu_ferizli,north_west,0.6,49.0,4.8,4.7,4.6,4.8,4.6,4.7
1967.07.22,12:21:41 AM,41.0,30.45,turkey,sakarya,konuklu_ferizli,north_west,0.6,49.0,4.9,4.7,4.6,4.9,4.6,4.6
1967.10.26,12:55:39 AM,37.22,29.05,turkey,denizli,alpa_tavas,north_west,0.6,46.0,5.3,5.0,5.0,5.3,5.1,5.1
1973.04.19,12:13:54 AM,38.29,26.94,turkey,izmir,camtepe_seferihisar,north_west,0.6,17.0,4.7,4.6,4.3,4.7,4.5,4.4
2004.08.04,12:18:53 AM,37.26,27.9,turkey,mugla,camlibelen_milas,north_west,0.6,13.0,5.0,0.0,5.0,4.8,0.0,0.0
2013.07.08,12:33:39 AM,39.06,29.76,turkey,kutahya,tokul_aslanapa,north_west,0.6,7.5,3.8,0.0,3.8,3.4,0.0,0.0
2015.12.03,12:36:25 AM,39.27,40.21,turkey,bingol,acikguney_kigi,north_west,0.6,1.1,3.9,0.0,3.9,0.0,0.0,0.0
2016.11.20,12:52:36 AM,40.03,38.59,turkey,sivas,ilyaskoy_golova,north_west,0.6,5.6,4.0,0.0,3.7,4.0,0.0,0.0
1944.02.01,12:08:52 AM,40.7,31.27,turkey,duzce,samandere,north_east,0.6,10.0,5.3,5.0,4.9,5.3,5.0,5.0
1946.01.21,12:25:32 AM,41.05,33.48,turkey,cankiri,balci_ilgaz,north_east,0.6,60.0,5.3,5.0,4.9,5.3,5.0,5.0
1956.07.14,12:01:07 AM,40.32,30.9,turkey,bolu,dedeler_goynuk,north_east,0.6,40.0,4.8,4.7,4.6,4.8,4.6,4.7
1969.10.07,12:09:12 AM,39.2,28.4,turkey,balikesir,cikrikci_sindirgi,north,0.6,13.0,5.2,5.0,5.0,5.2,5.1,4.9
1971.05.22,12:32:34 AM,38.96,40.34,turkey,bingol,gokcekanat,north,0.6,80.0,4.4,4.2,4.2,4.4,4.0,4.3
2017.02.28,12:27:33 AM,39.48,26.06,turkey,canakkale,babakale_ayvacik,north,0.6,11.2,4.5,0.0,4.3,4.5,0.0,0.0
1960.06.19,12:29:41 AM,38.87,37.75,turkey,malatya,karacayir_kuluncak,east,0.6,70.0,4.7,4.6,4.6,4.7,4.5,4.6
2005.01.10,12:48:50 AM,37.01,27.8,turkey,mugla,cokertme_milas,east,0.6,16.5,5.4,0.0,5.3,5.4,0.0,0.0
1959.04.19,12:59:25 AM,39.63,42.3,turkey,erzurum,hasanova_karayazi,west,0.7,50.0,4.8,4.7,4.6,4.8,4.6,4.7
1971.09.20,12:02:37 AM,41.54,32.66,turkey,bartin,dorucasahinci_ulus,west,0.7,10.0,4.1,3.9,3.8,4.1,3.6,4.0
2014.06.13,12:57:18 AM,39.1,40.81,turkey,bingol,hacilar_karliova,west,0.7,1.0,3.7,0.0,3.5,3.7,0.0,0.0
2017.02.06,12:58:43 AM,39.53,26.11,turkey,canakkale,gulpinar_ayvacik,west,0.7,10.7,3.5,0.0,3.5,3.5,0.0,0.0
1914.10.03,12:23:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.7,4.7,4.9,4.7,4.8
1914.10.04,12:28:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.7,4.6,4.6,4.7,4.5,4.6
1914.10.04,12:10:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.7,4.7,4.9,4.7,4.8
1914.10.04,12:50:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,5.3,5.0,4.9,5.3,5.0,5.0
1914.10.04,12:07:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.7,4.7,4.9,4.7,4.8
1914.10.04,12:22:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.7,4.7,4.9,4.7,4.8
1914.10.05,12:09:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.8,4.7,4.6,4.8,4.6,4.7
1914.10.06,12:30:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.8,4.7,4.6,4.8,4.6,4.7
1914.10.08,12:13:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.8,4.8,4.9,4.8,4.9
1914.10.10,12:13:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.8,4.7,4.6,4.8,4.6,4.7
1914.10.11,12:45:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,5.4,5.1,5.1,5.4,5.2,5.1
1914.10.13,12:38:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.7,4.6,4.6,4.7,4.5,4.6
1914.10.17,12:13:00 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.8,4.8,4.9,4.8,4.9
1925.08.07,12:12:56 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.7,4.6,4.6,4.7,4.5,4.6
1925.08.08,12:04:12 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.8,4.8,4.9,4.8,4.9
1925.08.09,12:16:40 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,4.9,4.8,4.8,4.9,4.8,4.9
1925.08.16,12:58:24 AM,38.0,30.0,turkey,afyonkarahisar,korkuyu_evciler,south_west,0.7,15.0,5.3,5.0,5.0,5.3,5.1,5.1
1931.05.06,12:22:25 AM,37.5,39.5,turkey,sanliurfa,salur_siverek,south_west,0.7,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1939.08.09,12:43:51 AM,39.91,29.81,turkey,bilecik,aksutekke_bozuyuk,south_west,0.7,60.0,5.3,5.0,5.0,5.3,5.1,5.1
1966.11.03,12:17:53 AM,38.97,31.1,turkey,afyonkarahisar,baskonak_emirdag,south_west,0.7,9.0,4.8,4.7,4.6,4.8,4.6,4.7
1970.03.31,12:30:49 AM,38.93,29.3,turkey,kutahya,abide_gediz,south_west,0.7,55.0,4.4,0.0,4.4,4.1,3.6,4.0
2016.10.15,12:35:29 AM,38.94,27.69,turkey,manisa,ballica_akhisar,south_west,0.7,7.6,3.8,0.0,3.6,3.8,0.0,0.0
1926.03.17,12:20:00 AM,37.0,35.0,turkey,mersin,camilimanda_tarsus,south_east,0.7,30.0,5.6,5.4,5.3,5.6,5.5,5.4
1928.01.24,12:36:12 AM,40.99,30.86,turkey,sakarya,kovukpelit_kocaali,south_east,0.7,10.0,5.5,5.2,5.2,5.5,5.3,5.2
1938.05.31,12:55:22 AM,40.9,33.73,turkey,cankiri,yerkuyu_ilgaz,south_east,0.7,10.0,5.3,5.0,5.0,5.3,5.1,5.1
1948.06.20,12:58:25 AM,39.14,41.43,turkey,mus,asagialagoz_varto,south_east,0.7,30.0,4.9,4.8,4.8,4.9,4.8,4.9
1969.04.30,12:20:32 AM,39.12,28.52,turkey,manisa,bardakci_demirci,south_east,0.7,8.0,5.3,5.1,5.2,5.3,5.2,5.0
1970.06.10,12:44:57 AM,39.07,30.2,turkey,kutahya,cakirsaz_altintas,south_east,0.7,37.0,4.2,4.0,4.0,4.2,3.7,4.1
2013.03.10,12:04:15 AM,38.69,43.37,turkey,van,otluca,south_east,0.7,4.0,4.0,0.0,4.0,3.9,0.0,0.0
2015.09.07,12:37:36 AM,39.18,40.21,turkey,bingol,bilekkaya_yayladere,south_east,0.7,8.4,4.5,0.0,4.5,4.6,0.0,0.0
2016.11.26,12:52:09 AM,40.26,33.34,turkey,ankara,yesiloz_kalecik,south_east,0.7,9.6,4.1,0.0,3.9,4.1,0.0,0.0
1914.10.03,12:07:02 AM,37.7,30.4,turkey,burdur,halicilar,south,0.7,14.0,6.9,6.5,6.4,6.6,6.9,6.4
1920.05.01,12:34:40 AM,37.0,28.7,turkey,mugla,yesilkoy_koycegiz,north_west,0.7,30.0,5.3,5.0,4.9,5.3,5.0,5.0
1921.05.22,12:23:16 AM,37.0,28.7,turkey,mugla,yesilkoy_koycegiz,north_west,0.7,32.0,5.3,5.0,5.0,5.3,5.1,5.1
1967.07.22,12:47:30 AM,41.07,30.59,turkey,sakarya,konacik_karasu,north_west,0.7,59.0,4.9,4.7,4.6,4.9,4.6,4.6
1970.04.19,12:05:52 AM,38.87,30.2,turkey,afyonkarahisar,baskimse_sinanpasa,north_west,0.7,10.0,4.6,4.4,4.4,4.6,4.3,4.5
1971.05.22,12:43:59 AM,38.85,40.52,turkey,bingol,guvecli,north_west,0.7,3.0,6.8,6.7,0.0,6.1,6.8,5.9
2016.11.02,12:57:42 AM,40.76,34.31,turkey,corum,ahlatcik_iskilip,north_west,0.7,8.8,4.7,0.0,4.7,4.7,0.0,0.0
1946.08.25,12:23:46 AM,41.52,33.75,turkey,kastamonu,halife,north_east,0.7,10.0,4.9,4.8,4.8,4.9,4.8,4.9
1953.12.15,12:25:11 AM,39.0,41.5,turkey,mus,dilimli,north_east,0.7,30.0,4.8,4.7,4.6,4.8,4.6,4.7
1963.11.22,12:26:04 AM,37.07,29.68,turkey,burdur,kozagaci_cavdir,north_east,0.7,60.0,4.9,4.7,4.7,4.9,4.7,4.8
2013.03.13,12:28:11 AM,40.11,34.35,turkey,corum,kemalli_sungurlu,north_east,0.7,6.0,3.7,0.0,3.7,3.4,0.0,0.0
